docno,text
101613,articl c4vir5 l3r shuksan ds boe com fredd shuksan fred dickey write carolinafan uiuc cka52397 uxa cso uiuc edu wrote biggest problem peopl seem saturn dealer make ~ 2k car think agre car compar price competitor n't overpr compar car class n't understand point argu whether dealer make 2k never understood big deal dealer profit either thing figur peopl believ minim dealer profit minim total out of pocket expens car may true case believ gener true bought saturn sl januari '92 time base studi car price decid compar car price cheapli saturn sure mayb could talk price car saturn price out of pocket expens would n't differ 's import much money left buy car reduc dealer profit thing save money ! show reduc dealer profit save money 'll believ 's import experi reduc dealer profit necessarili save money fred say bought saturn 13k dealer profit 2k dealer profit 1000 would pay 12k car n't save money ye point price competet saturn may well sell car intend give dealer 2000 profit sinc comper honda 500 profit expens may well worth buy saturn moreov saturn realli reduc dealer profit margin 1000 car even better deal say price saturn alreadi 1000 market averag class car reduc dealer profit would 2000 market averag 1 attract even peopl buy saturn would save money 2 forc competitor lower price surviv saturn owner benefit lower dealer profit even buyer car pay less necessarili seem saturn salesdroid n't make commis wherea counterpart dealership gener make per hour whatev mean saturn n't give profit employe commis taken per car profit pass along less pressur salesmen women n't save money mayb mayb depend account practic 'd rather pay dealer servic n't cut corner contain cost 0 02 doug 2 100 cka '87 carolina blue honda civic dx chintan amin univers illinoi urbana champaign mail llama uiuc edu `` human good moral call insan `` peart `` cinderella man ``
101614,'m think buy new dodg intrepid anyon experi 'd like share thank bobc
101615,take driver side door panel insid '87 honda prelud speaker went scratchi want access pin post tripe rec auto vw n't drink soap ! dilut dilut ! ok !
101616,nice thing real platinum plug n't chang often think like 50 000 mile ! ! might cost 10 would save long run t bird sc 's manual say replac platinum plug everi 60 000mi wal mart autolit platinum plug 2 00 `` real `` platinum plug bosch platinum '80 fiesta dad 'em '84 bronco note keyword `` `` n't last long much less 50 000mi replac agre n't greatest jame jame p callison microcomput coordin u oklahoma law center callison uokmax ecn uoknor edu callison aardvark uc uoknor edu disclaim 'm engin play one work forecast call thunder '89 t bird sc `` 's hell thing kill man take away 's ever gon na `` munni `` unforgiven ``
101617,85 honda civic dx hatchback metal light blue new clutch new brake run great ask 2 900 email davek ncd com call dave kim 415 691 2802
101618,stuff rhd desoto 's delet well sweden australia lord know wherev els use drive australian still drive `` wrong `` side road believ sweden chang 1968 way heard swap traffic sign around one sunday `` wrong `` side road export market might larger uk craig
101619,take driver side door panel insid '87 honda prelud speaker went scratchi want access pin see one press button rest snug fit s ssave ole cdac com quick question post vw newsgroup newsgroup rec auto rec auto vw subject quick question summari followup to distribut world organ columbia univers keyword newsgroup rec auto rec auto vw newsgroup rec auto rec auto vw subject quick question summari expir refer 1993apr5 211457 12789 ole cdac com sender repli to ct22 cunixa cc columbia edu constantino tobio followup to distribut organ columbia univers keyword remov panel articl 1993apr5 211457 12789 ole cdac com ssave ole cdac com devil reincarn write take driver side door panel insid '87 honda prelud speaker went scratchi want access pin see one press button rest snug fit s ssave ole cdac com quick question post vw newsgroup constantino tobio jr ct22 columbia edu `` trembl weakl cower fear ruler land sea air immens girth erect stand tall 'm nuclear murder polari ! `` megadeth `` rust peac ``
101620,person start subject question realli dealer profit amount money type car 've settl new 92 subaru wagon similar amount money saturn dealer ask sw1 ok know 's 92 model think got better car though adjust initi idea get new car today convers friend learn reject saturn ford tarur ; cost littl bit sl2 may wrong load taru beat saturn sl2 agre fulli load sl2 would come close price lower end ford tauru fulli load tauru hand would still substanti expens even glitzi sl2 fulli load sl2 would run somewher around 17 000 fulli load tauru lx would somewher around 22 000 23 000 rang base tauru gl believ might start around 15 000 cours tauru sho push 30 000 realli tri total differ car mainstream tauru sedan statement entir faulti littl inaccur ca n't see saturn better valu puzzl price oh spend much time get deal ; better inform advantag well 's ok least 're bitch dealer profit like netter seem ration pick car best loyal age design replac impreza wagon probabl got good deal one last one may wrong yung kao hsu mihir shah mps1 cec1 wustl edu
101621,1990 integra ls sale 5 speed sunroof rear spoiler new tire 59 7k mile 7950 best offer call 908 949 0878 908 938 4101 email att ! hotsoup ! peng
101622,n't look motor trend 's slalom time 67 9 right along integra car small 14 inch tire weather xgtv4 mention integra ride alot better beretta gs came xgt v4 weather tire took right front bumper slide pack snow ice learn fact immedi bought xgt h4 defin all weather carrera 4 walk everyday xgt v4 even michelin dealer bought new tire said v4 made differ rubber get realli hard slick weather get near feez said 'd tri sell tire winter texa colorado thank eric inact lifestyl eric j lorenzo violat genet warranti lorenzo rintintin colorado edu excercis also spot & ucsu fulli human keith johnsgard
101623,truth rumor awd 3 seri '94 believ info publish either popular scienc autoweek coupl month ago also friend told bmw use make awd 325 call 325ix 'd appreci info car thank thank tim
101624,ca n't imagin civic saturn owner flex'n ego stop light race gener much excit two nerd challeng game one on one basketbal ! ! sl2 0 60 8 5 ; note closer 968 paseo storm pseudo sporti car 's ridicul comparison know point saturn high end civic matter acceler fine fact better unimprov `` muscl `` car 60 ; 300 hp great tie 2 ton n't go quick saturn hand use 125 hp tie 2400 lb short gear move quickli line anyway 0 60 time consist car magazin report saw pb motorweek show clock 5 speed sl2 7 9 second 'm sure sl2 owner lucki get speed 7 9 second still astonishingli fast small 4 door new civic ex run 8 2 second 0 60 'm mistaken car class lucki 9 second rang mihir shah
101625,europ buy 525ix comput control diff rather horrid viscou coupl one outgo 325ix eliot
101626,delet line well sweden australia lord know wherev els use drive australian still drive `` wrong `` side road believ sweden chang 1968 way heard swap traffic sign around one sunday live sweden rememb day perfectli well chang side 1967 09 03 03 sep 1967 n't remeb exactli time night 'big ' citi like stockholm & gothenburg trafic forbidden exept buss taxi whole weekend day sunday everyth prepar day told follow yellow line road white one matter sign arrow prepar 'left mode ' label torn night reveal new right mode arrow year iceland also chang car h day h `` hoegertrafik `` `` hoeger `` swedish stand 'right ' practic car alreadi steer wheel left side even import car uk wheel 'the right side ' last car wheel right side contri use left side japan tanzania think new zeeland south africa btw sai left side right side ivanho knight meet left fight tournament delet line kent gabrin celsiustech system ! think great s 175 88 jaerfaella sweden ! oliv berendinu bumbl will tri kega celsiustech se ! compani sold former name nobeltech
101627,car driven fairli hard none head line car go 30 mph first two spend lot oper life speedomet peg reason 84 n't 120 mph speedo want know peopl hate volvo traumat someon 745 turbo wagon blow away road 740 turbo uk good 124mph use blow away vw beetl though believ beetl corner better say without doubt never blown away volvo ever 've block car park though shit head volvo owner 'onli thought 'd minut ' happen owner make car sure long small shit box volvo last damn long worst car ever drove hire 340 power handl ride reminisc someth 50 without charact 340 ceas product coupl year back 've passeng big volvo enough ought go test drive offer neat gift
101628,articl 3056 kocrsv01 delcoelect com jdmooney kocrsv01 delcoelect com john d mooney write someon write btw somebodi stole front grill beat up 1983 nissan sentra week ago ! could n't believ 'm drive around without year ago brother live rough area left nova park street front hous day one day went move back driveway would n't start seem industri fool need nova ga tank fool found one brother car engin vw beatl quit easi remov without enter car even open engin compart would like find car would n't start engin stolen would probobl feel hell lot poorer ga tank 50 junkyard engin ! serious though brother darrel left vw street someon stole radiat tri find vw radiat junkyard dare ! jd john mooney delco electron gener motor jdmooney kocrsv01 delcoelect com opinion express mine necessarili de 's gm 's
